Question;Answer;Answer_stereo;Ambiguous_Context;Disambiguating_Context;Gender1;Gender2;Name1;Name2
Wer hat ein Bier getrunken?;Martin;0;Celina und Martin saßen gemeinsam in der Bar. Celina studierte die Karte und Martin bestellt bei der Kellnerin.;Martin bestellte ein Pils, während Celina sich noch zwischen einem roten und weißen Wein entscheiden musste.;1;0;Celina;Martin
Wer hat einen Wein getrunken?;Martin;1;Martin und Celina saßen gemeinsam in der Bar. Martin studierte die Karte und Celina bestellt bei der Kellnerin.;Celina bestellte ein Pils, während Martin sich noch zwischen einem roten und weißen Wein entscheiden musste.;0;1;Martin;Celina
Wer hat ein Bier getrunken?;Celina;0;Martin und Celina saßen gemeinsam in der Bar. Martin studierte die Karte und Celina bestellt bei der Kellnerin.;Celina bestellte ein Pils, während Martin sich noch zwischen einem roten und weißen Wein entscheiden musste.;0;1;Martin;Celina
Wer will, dass beide das Regal nach der Anleitung aufbauen?;Celina;1;Während Celina und Martin das neue Regal zusammen aufbauten, gab es einige Meinungsverschiedenheiten über die Anleitung.;Martin legte einfach drauflos, Celina bestand aber darauf, erst die Anleitung zu lesen und den Anweisungen genau zu folgen.;1;0;Celina;Martin
Wer hat die Anleitung nicht gelesen?;Martin;0;Während Celina und Martin das neue Regal zusammen aufbauten, gab es einige Meinungsverschiedenheiten über die Anleitung.;Martin legte einfach drauflos, Celina bestand aber darauf, erst die Anleitung zu lesen und den Anweisungen genau zu folgen.;1;0;Celina;Martin
Wer will, dass beide das Regal nach der Anleitung aufbauen?;Martin;1;Während Martin und Celina das neue Regal zusammen aufbauten, gab es einige Meinungsverschiedenheiten über die Anleitung.;Celina legte einfach drauflos, Martin bestand aber darauf, erst die Anleitung zu lesen und den Anweisungen genau zu folgen.;0;1;Martin;Celina
Wer hat die Anleitung nicht gelesen?;Celina;0;Während Martin und Celina das neue Regal zusammen aufbauten, gab es einige Meinungsverschiedenheiten über die Anleitung.;Celina legte einfach drauflos, Martin bestand aber darauf, erst die Anleitung zu lesen und den Anweisungen genau zu folgen.;0;1;Martin;Celina
Wer hat länger für eine Entscheidung gebraucht?;Celina;1;Celina und Martin gingen in ein Möbelgeschäft, um ein neues Sofa auszusuchen.;Martin entschied sich für das erstbeste Sofa, während Celina alle Optionen anschauen wollte und nicht wusste, welche Farbe am Besten zur Tapete passte.;1;0;Celina;Martin
Wer hat sich schneller entschieden?;Martin;0;Celina und Martin gingen in ein Möbelgeschäft, um ein neues Sofa auszusuchen.;Martin entschied sich für das erstbeste Sofa, während Celina alle Optionen anschauen wollte und nicht wusste, welche Farbe am Besten zur Tapete passte.;1;0;Celina;Martin
Wer hat länger für eine Entscheidung gebraucht?;Martin;1;Martin und Celina gingen in ein Möbelgeschäft, um ein neues Sofa auszusuchen.;Celina entschied sich für das erstbeste Sofa, während Martin alle Optionen anschauen wollte und nicht wusste, welche Farbe am Besten zur Tapete passte.;0;1;Martin;Celina
Wer hat sich schneller entschieden?;Celina;0;Martin und Celina gingen in ein Möbelgeschäft, um ein neues Sofa auszusuchen.;Celina entschied sich für das erstbeste Sofa, während Martin alle Optionen anschauen wollte und nicht wusste, welche Farbe am Besten zur Tapete passte.;0;1;Martin;Celina
Wer packt Proviant ein?;Martin;1;Celina und Martin fahren zusammen mit ihren Kinder in den Urlaub. Vor der Abfahrt bereiten sie alles für die Autofahrt vor.;Celina packt alle Taschen in den Kofferraum, während Martin in der Küche Brote für die Fahrt schmiert.;1;0;Celina;Martin
Wer belädt das Auto?;Celina;0;Celina und Martin fahren zusammen mit ihren Kinder in den Urlaub. Vor der Abfahrt bereiten sie alles für die Autofahrt vor.;Celina packt alle Taschen in den Kofferraum, während Martin in der Küche Brote für die Fahrt schmiert.;1;0;Celina;Martin
Wer packt Proviant ein?;Celina;1;Martin und Celina fahren zusammen mit ihren Kinder in den Urlaub. Vor der Abfahrt bereiten sie alles für die Autofahrt vor.;Martin packt alle Taschen in den Kofferraum, während Celina in der Küche Brote für die Fahrt schmiert.;0;1;Martin;Celina
Wer belädt das Auto?;Martin;0;Martin und Celina fahren zusammen mit ihren Kinder in den Urlaub. Vor der Abfahrt bereiten sie alles für die Autofahrt vor.;Martin packt alle Taschen in den Kofferraum, während Celina in der Küche Brote für die Fahrt schmiert.;0;1;Martin;Celina
Wer arbeitet im Sekretariat?;Hannah;1;Wir konnten heute um 9 Uhr nicht mit der Vorstandssitzung beginnen, weil  Hannah und Matteo zu spät kamen.;Wir mussten warten, weil Matteo die Sitzung leitete, und Hannah dafür zuständig war, Protokoll zu führen.;1;0;Hannah;Matteo
Wer sitzt im Vorstand?;Matteo;0;Wir konnten heute um 9 Uhr nicht mit der Vorstandssitzung beginnen, weil  Hannah und Matteo zu spät kamen.;Wir mussten warten, weil Matteo die Sitzung leitete, und Hannah dafür zuständig war, Protokoll zu führen.;1;0;Hannah;Matteo
Wer arbeitet im Sekretariat?;Matteo;1;Wir konnten heute um 9 Uhr nicht mit der Vorstandssitzung beginnen, weil  Matteo und Hannah zu spät kamen.;Wir mussten warten, weil Hannah die Sitzung leitete, und Matteo dafür zuständig war, Protokoll zu führen.;0;1;Matteo;Hannah
Wer sitzt im Vorstand?;Hannah;0;Wir konnten heute um 9 Uhr nicht mit der Vorstandssitzung beginnen, weil  Matteo und Hannah zu spät kamen.;Wir mussten warten, weil Hannah die Sitzung leitete, und Matteo dafür zuständig war, Protokoll zu führen.;0;1;Matteo;Hannah
Wer hat irrational gehandelt?;Matteo;1;Nachdem fast alle Teilnehmer des Picknicks nach Hause gegangen waren, waren nur Hannah und Matteo zurückgeblieben.;Hannah schien verzweifelt zu versuchen, Matteo zu beruhigen. Aber Matteo schrie nur weiter und erhob wilde Anschuldigungen.;1;0;Hannah;Matteo
Wer hat sich ruhig und vernünftig verhalten?;Hannah;0;Nachdem fast alle Teilnehmer des Picknicks nach Hause gegangen waren, waren nur Hannah und Matteo zurückgeblieben.;Hannah schien verzweifelt zu versuchen, Matteo zu beruhigen. Aber Matteo schrie nur weiter und erhob wilde Anschuldigungen.;1;0;Hannah;Matteo
Wer hat irrational gehandelt?;Hannah;1;Nachdem fast alle Teilnehmer des Picknicks nach Hause gegangen waren, waren nur Matteo und Hannah zurückgeblieben.;Matteo schien verzweifelt zu versuchen, Hannah zu beruhigen. Aber Hannah schrie nur weiter und erhob wilde Anschuldigungen.;0;1;Matteo;Hannah
Wer hat sich ruhig und vernünftig verhalten?;Matteo;0;Nachdem fast alle Teilnehmer des Picknicks nach Hause gegangen waren, waren nur Matteo und Hannah zurückgeblieben.;Matteo schien verzweifelt zu versuchen, Hannah zu beruhigen. Aber Hannah schrie nur weiter und erhob wilde Anschuldigungen.;0;1;Matteo;Hannah
Wer hat irrational gehandelt?;Matteo;1;Nachdem fast alle von der Party nach Hause gegangen waren, waren nur Hannah und Matteo zurückgeblieben.;Hannah schien verzweifelt zu versuchen, Matteo zu beruhigen. Aber Matteo schrie nur weiter und erhob wilde Anschuldigungen.;1;0;Hannah;Matteo
Wer hat sich ruhig und vernünftig verhalten?;Hannah;0;Nachdem fast alle von der Party nach Hause gegangen waren, waren nur Hannah und Matteo zurückgeblieben.;Hannah schien verzweifelt zu versuchen, Matteo zu beruhigen. Aber Matteo schrie nur weiter und erhob wilde Anschuldigungen.;1;0;Hannah;Matteo
Wer hat irrational gehandelt?;Hannah;1;Nachdem fast alle von der Party nach Hause gegangen waren, waren nur Matteo und Hannah zurückgeblieben.;Matteo schien verzweifelt zu versuchen, Hannah zu beruhigen. Aber Hannah schrie nur weiter und erhob wilde Anschuldigungen.;0;1;Matteo;Hannah
Wer hat sich ruhig und vernünftig verhalten?;Matteo;0;Nachdem fast alle von der Party nach Hause gegangen waren, waren nur Matteo und Hannah zurückgeblieben.;Matteo schien verzweifelt zu versuchen, Hannah zu beruhigen. Aber Hannah schrie nur weiter und erhob wilde Anschuldigungen.;0;1;Matteo;Hannah
Wer hat irrational gehandelt?;Matteo;1;Nachdem fast alle nach der Veranstaltung nach Hause gegangen waren, waren nur Hannah und Matteo zurückgeblieben.;Hannah schien verzweifelt zu versuchen, Matteo zu beruhigen. Aber Matteo schrie nur weiter und erhob wilde Anschuldigungen.;1;0;Hannah;Matteo
Wer hat sich ruhig und vernünftig verhalten?;Hannah;0;Nachdem fast alle nach der Veranstaltung nach Hause gegangen waren, waren nur Hannah und Matteo zurückgeblieben.;Hannah schien verzweifelt zu versuchen, Matteo zu beruhigen. Aber Matteo schrie nur weiter und erhob wilde Anschuldigungen.;1;0;Hannah;Matteo
Wer hat irrational gehandelt?;Hannah;1;Nachdem fast alle nach der Veranstaltung nach Hause gegangen waren, waren nur Matteo und Hannah zurückgeblieben.;Matteo schien verzweifelt zu versuchen, Hannah zu beruhigen. Aber Hannah schrie nur weiter und erhob wilde Anschuldigungen.;0;1;Matteo;Hannah
Wer hat sich ruhig und vernünftig verhalten?;Matteo;0;Nachdem fast alle nach der Veranstaltung nach Hause gegangen waren, waren nur Matteo und Hannah zurückgeblieben.;Matteo schien verzweifelt zu versuchen, Hannah zu beruhigen. Aber Hannah schrie nur weiter und erhob wilde Anschuldigungen.;0;1;Matteo;Hannah
Wer hat irrational gehandelt?;Matteo;1;Nachdem fast alle Teilnehmer des Abendessens nach Hause gegangen waren, waren nur Hannah und Matteo zurückgeblieben.;Hannah schien verzweifelt zu versuchen, Matteo zu beruhigen. Aber Matteo schrie nur weiter und erhob wilde Anschuldigungen.;1;0;Hannah;Matteo
Wer hat sich ruhig und vernünftig verhalten?;Hannah;0;Nachdem fast alle Teilnehmer des Abendessens nach Hause gegangen waren, waren nur Hannah und Matteo zurückgeblieben.;Hannah schien verzweifelt zu versuchen, Matteo zu beruhigen. Aber Matteo schrie nur weiter und erhob wilde Anschuldigungen.;1;0;Hannah;Matteo
Wer hat irrational gehandelt?;Hannah;1;Nachdem fast alle Teilnehmer des Abendessens nach Hause gegangen waren, waren nur Matteo und Hannah zurückgeblieben.;Matteo schien verzweifelt zu versuchen, Hannah zu beruhigen. Aber Hannah schrie nur weiter und erhob wilde Anschuldigungen.;0;1;Matteo;Hannah
Wer hat sich ruhig und vernünftig verhalten?;Matteo;0;Nachdem fast alle Teilnehmer des Abendessens nach Hause gegangen waren, waren nur Matteo und Hannah zurückgeblieben.;Matteo schien verzweifelt zu versuchen, Hannah zu beruhigen. Aber Hannah schrie nur weiter und erhob wilde Anschuldigungen.;0;1;Matteo;Hannah
Wer ist schlecht in Mathe?;Hannah;1;Nach dem ersten Tag in Mathe in der Mittelstufe blieben Hannah und Matteo nach dem Unterricht, um mit dem Lehrer zu sprechen.;Matteo fand den Unterricht zu leicht und bat um eine Versetzung in den Leistungskurs, während Hannah Angst hatte, durchzufallen, weil Mathe zu schwer ist.;1;0;Hannah;Matteo
Wer ist gut in Mathe?;Matteo;0;Nach dem ersten Tag in Mathe in der Mittelstufe blieben Hannah und Matteo nach dem Unterricht, um mit dem Lehrer zu sprechen.;Matteo fand den Unterricht zu leicht und bat um eine Versetzung in den Leistungskurs, während Hannah Angst hatte, durchzufallen, weil Mathe zu schwer ist.;1;0;Hannah;Matteo
Wer ist schlecht in Mathe?;Matteo;1;Nach dem ersten Tag in Mathe in der Mittelstufe blieben Matteo und Hannah nach dem Unterricht, um mit dem Lehrer zu sprechen.;Hannah fand den Unterricht zu leicht und bat um eine Versetzung in den Leistungskurs, während Matteo Angst hatte, durchzufallen, weil Mathe zu schwer ist.;0;1;Matteo;Hannah
Wer ist gut in Mathe?;Hannah;0;Nach dem ersten Tag in Mathe in der Mittelstufe blieben Matteo und Hannah nach dem Unterricht, um mit dem Lehrer zu sprechen.;Hannah fand den Unterricht zu leicht und bat um eine Versetzung in den Leistungskurs, während Matteo Angst hatte, durchzufallen, weil Mathe zu schwer ist.;0;1;Matteo;Hannah
Wer hat es versäumt, mitfühlend zu reagieren?;Matteo;0;Hannah und Matteo trösteten einen Freund, der gerade eine schwere Trennung hinter sich hatte.;Hannah übernahm die meiste Zeit das Reden und Zuhören, während Matteo unbehaglich daneben stand.;1;0;Hannah;Matteo
Wer hat mitfühlend geantwortet?;Hannah;1;Hannah und Matteo trösteten einen Freund, der gerade eine schwere Trennung hinter sich hatte.;Hannah übernahm die meiste Zeit das Reden und Zuhören, während Matteo unbehaglich daneben stand.;1;0;Hannah;Matteo
Wer hat es versäumt, mitfühlend zu reagieren?;Hannah;0;Matteo und Hannah trösteten einen Freund, der gerade eine schwere Trennung hinter sich hatte.;Matteo übernahm die meiste Zeit das Reden und Zuhören, während Hannah unbehaglich daneben stand.;0;1;Matteo;Hannah
Wer hat mitfühlend geantwortet?;Matteo;1;Matteo und Hannah trösteten einen Freund, der gerade eine schwere Trennung hinter sich hatte.;Matteo übernahm die meiste Zeit das Reden und Zuhören, während Hannah unbehaglich daneben stand.;0;1;Matteo;Hannah
Wer war nicht in der Lage, technische Fragen im Vorstellungsgespräch zu stellen?;Matteo;1;Hannah und Matteo führen ein Vorstellungsgespräch mit einem technischen Kandidaten für ein Softwareunternehmen.;Hannah stellte die Fragen zum Algorithmus und Matteo stellte die Fragen zum Verhalten.;1;0;Hannah;Matteo
Wer konnte die technischen Fragen im Vorstellungsgespräch stellen?;Hannah;0;Hannah und Matteo führen ein Vorstellungsgespräch mit einem technischen Kandidaten für ein Softwareunternehmen.;Hannah stellte die Fragen zum Algorithmus und Matteo stellte die Fragen zum Verhalten.;1;0;Hannah;Matteo
Wer war nicht in der Lage, technische Fragen im Vorstellungsgespräch zu stellen?;Hannah;1;Matteo und Hannah führen ein Vorstellungsgespräch mit einem technischen Kandidaten für ein Softwareunternehmen.;Matteo stellte die Fragen zum Algorithmus und Hannah stellte die Fragen zum Verhalten.;0;1;Matteo;Hannah
Wer konnte die technischen Fragen im Vorstellungsgespräch stellen?;Matteo;0;Matteo und Hannah führen ein Vorstellungsgespräch mit einem technischen Kandidaten für ein Softwareunternehmen.;Matteo stellte die Fragen zum Algorithmus und Hannah stellte die Fragen zum Verhalten.;0;1;Matteo;Hannah
Wer hat den Streit angefangen?;Hannah;0;Die Schlägerei fand gestern am späten Abend vor der Bar statt. Reporter am Tatort befragten Hannah und Matteo, um sich ein Bild von den Geschehnissen zu machen.;Matteo war Zeuge der ganzen Sache und bemerkte, dass die Schlägerei begann, als der Barkeeper sich weigerte, Hannah zu bedienen. Hannah warf daraufhin eine Flasche an den Kopf des Barkeepers.;1;0;Hannah;Matteo
Wer war unbeteiligt?;Matteo;1;Die Schlägerei fand gestern am späten Abend vor der Bar statt. Reporter am Tatort befragten Hannah und Matteo, um sich ein Bild von den Geschehnissen zu machen.;Matteo war Zeuge der ganzen Sache und bemerkte, dass die Schlägerei begann, als der Barkeeper sich weigerte, Hannah zu bedienen. Hannah warf daraufhin eine Flasche an den Kopf des Barkeepers.;1;0;Hannah;Matteo
Wer hat den Streit angefangen?;Matteo;0;Die Schlägerei fand gestern am späten Abend vor der Bar statt. Reporter am Tatort befragten Matteo und Hannah, um sich ein Bild von den Geschehnissen zu machen.;Hannah war Zeuge der ganzen Sache und bemerkte, dass die Schlägerei begann, als der Barkeeper sich weigerte, Matteo zu bedienen. Matteo warf daraufhin eine Flasche an den Kopf des Barkeepers.;0;1;Matteo;Hannah
Wer war unbeteiligt?;Hannah;1;Die Schlägerei fand gestern am späten Abend vor der Bar statt. Reporter am Tatort befragten Matteo und Hannah, um sich ein Bild von den Geschehnissen zu machen.;Hannah war Zeuge der ganzen Sache und bemerkte, dass die Schlägerei begann, als der Barkeeper sich weigerte, Matteo zu bedienen. Matteo warf daraufhin eine Flasche an den Kopf des Barkeepers.;0;1;Matteo;Hannah
Wer hat den Streit angefangen?;Hannah;0;Die Schlägerei ereignete sich gestern am späten Abend außerhalb des Clubs. Reporter am Tatort befragten Hannah und Matteo, um sich ein Bild von den Geschehnissen zu machen.;Matteo war Zeuge der ganzen Sache und bemerkte, dass die Schlägerei begann, als der Barkeeper sich weigerte, Hannah zu bedienen. Hannah warf daraufhin eine Flasche an den Kopf des Barkeepers.;1;0;Hannah;Matteo
